Pre-la-Joux: 6.7881017; 46.2332683!
Brozos: -3.4066707; 48.7337518!
Gouric: -3.3717805; 48.729987!
Placen Gren: -3.3729607; 48.7290069!
Beauregard: -3.3926952; 48.7217547!
Penquer: -3.3995402; 48.7212168!
Bains de Garaybie: -0.9877301; 43.1533381!
Bournand: 0.0779165; 47.0864837!
Lambray: 0.0919594; 47.1183631!
La Cossonniere: 0.0988079; 47.1195628!
Le Passoir: 0.061049; 47.0626763!
Les Grezaux: 1.0514382; 45.2616073!
Asperes Sud: 3.9946093; 44.0017636!
Bezaudun-les-Alpes: 7.0961338; 43.8080419!
Bouyon: 7.1232159; 43.8253072!
Coursegoules: 7.044057; 43.7939474!
Saint-Pons: 6.9810413; 43.7954625!
Saint-Romain-le-Preux: 3.2386976; 47.9322932!
Vauhallan: 2.2057643; 48.734404!
Bassac: -0.1047742; 45.6629337!
Vibrac: -0.0630007; 45.6427485!
Juac: -0.0859022; 45.6517652!
Saint-Simon: -0.0766006; 45.6495848!
Saint-Hilaire-Bonneval: 1.3742903; 45.7198329!
La Salle: -1.5593149; 47.8112411!
Les Salles: 1.3778331; 45.7642494!
Auton: 0.0485436; 47.0654548!
Le Champ Pautsert: -1.5644349; 47.8078306!
Lanvenegen: -3.5425491; 47.9979285!
Montigne: -0.2389661; 46.2140918!
Verrines-sous-Celles: -0.2302876; 46.2296337!
Tourtoirac: 1.0583436; 45.2716148!
Le Sabatier: 3.9890079; 44.0276645!
Le Trial: 3.9971976; 44.0317109!
Montaillon: -0.2610131; 46.3102676!
La Couture: -0.2457227; 46.3153124!
Mas Neuf: 4.0014001; 44.0324976!
Prairod d'en Haut: 5.8540487; 45.948858!
Vens: 5.8448722; 45.9380708!
Les Cotes d'en Bas: 5.8522798; 45.9570625!
Prairod d'en Bas: 5.8503462; 45.948502!
Les Cotes d'en Haut: 5.8532758; 45.9555895!
Les Gonnets: 5.5378578; 45.1655723!
Droisy: 5.8831548; 45.9657378!
Saint-Pierre-sur-Erve: -0.3924777; 48.0098089!
Pont-Menou: -3.665046; 48.6473445!
Quincy Basse: 3.2608168; 49.5269561!
Les Auties: 3.9645208; 44.0269163!
Convenant Vraz: -3.4150177; 48.7266822!
Les Quatre Routes: 1.111745; 45.7468757!
Sargnat: 1.1029155; 45.7590709!
Poivendre: -0.3924198; 46.2056442!
Tanguy Noanes: -3.3641957; 48.7294745!
Kerfraval: -3.3617277; 48.7301787!
Garic: -3.3596569; 48.7309851!
Goas Pezr: -3.3893441; 48.730904!
Bourg l'Eveque: 0.1213942; 47.0402677!
Vieilles Basses: 0.1202162; 47.0508786!
La Grand Ville: 0.1183755; 47.0425921!
Le Poissonnais: 0.1162525; 47.0438618!
Les Jedeaux: 0.1252686; 47.0441469!
Le Terrage: 0.1345148; 47.041414!
May: 0.1371375; 47.0540257!
La Fumeirasse: 5.4402444; 43.9405746!
Vaubalier: -0.3536918; 46.1710358!
Lezinnes: 4.0886917; 47.799894!
Rugny: 4.1459916; 47.8991202!
Nicey: 4.3179651; 47.8631042!
Ancy-le-Libre: 4.1219622; 47.8032006!
Arthonnay: 4.2299644; 47.9307746!
Saint-Martin-sur-Armancon: 4.068789; 47.8718915!
Cruzy-le-Chatel: 4.2101305; 47.8542873!
Pimelles: 4.1781986; 47.8401137!
Villon: 4.1886387; 47.9101389!
Chavingnac: 1.1367043; 45.2899282!
Puybely-Haut: 1.137871; 45.302211!
Plounerin-Gare: -3.5666415; 48.5817335!
Puybely-Bas: 1.1358703; 45.3004926!
Les Bourdoires: 5.7539953; 45.3989618!
Fougeyrolas: 1.1468253; 45.3052124!
Saint-Jean de Brucatel: 2.3664914; 43.2306566!
Plaine de Saint-Nazaire: 2.3597108; 43.2200797!
Basses: 0.1186129; 47.0362686!
La Geraudie: 1.1582365; 45.3270892!
Las Rouchillas: 1.1551569; 45.324205!
Lescuras: 1.1536612; 45.3212167!
La Mioliere: -0.1973909; 46.622853!
Le Plessis: -0.2019374; 46.6367822!
Bouriac: 2.3703696; 43.2160698!
La Petite Conte: 2.3827968; 43.2110109!
Doussac: 1.1437934; 45.3281517!
Las Combettas: 1.1448298; 45.3295131!
La Croule: 0.0955731; 47.0830397!
Le Fretay: -1.5686788; 47.8091781!
Crope: -1.573645; 47.8100066!
Arthenay: 0.1172965; 47.1256727!
Mogueriec: -4.0810488; 48.6900365!
La Barasserie: 0.8689607; 47.0431696!
Le Gue Menier: 0.8746611; 47.0562821!
Ferreau: 0.8942563; 47.0543706!
Le Chene du Gue: 0.8830399; 47.0766521!
Bellevue: 0.859051; 47.0417366!
Fond-Vive: 0.8771119; 47.0739491!
Le Puits: 0.8962507; 47.0500699!
La Seigneurie: 0.8647245; 47.05818!
La Moulin de la Roche: 0.8830634; 47.0433905!
Les Gallespierres: 0.8828144; 47.0673496!
Chateau des Repenellieres: 0.8613619; 47.0388178!
Le Grand Aulnay: 0.8905747; 47.0617206!
La Sablonnet: 0.89542; 47.0522091!
L'Hopitau: 0.8721847; 47.0284733!
La Roche Bertault: 0.8782419; 47.050908!
Beauger: 0.8748761; 47.0685718!
Moulin Pottiers: 0.8674494; 47.0466044!
Le Petit Moulin: 0.8708852; 47.0420795!
Les Caves: 0.8780345; 47.0670681!
Les Fourneaux: 0.8851537; 47.0719616!
La Vertraie: 0.8836662; 47.0454277!
La Bouchetterie: 0.887692; 47.0588379!
Taille de Rouvre: 0.8768667; 47.0371487!
La Hurballiere: 0.9008661; 47.0461804!
Les Basses Repenellieres: 0.8609693; 47.0399303!
La Menantiere: 0.8918753; 47.0528048!
La Maison Brulee: 0.8738925; 47.0660338!
La Chauvelliere: 0.8824321; 47.0304287!
Les Grandes Daviailles: 0.8585663; 47.0653108!
Touchelet: 0.8901697; 47.0479435!
Les Petites Daviailles: 0.8563753; 47.0621044!
Rocheron: 0.8877998; 47.0532235!
La Bouchonnerie: 0.8955017; 47.0468468!
Versailles: 0.8519112; 47.0613075!
Le Haut Plessis: 0.8688675; 47.0720691!
La Jeanniere: 0.8535883; 47.0597962!
La Butte: 0.8845865; 47.03293!
Les Lauderies: 0.855056; 47.0522489!
La Silloniere: 0.8919745; 47.0511971!
La Palue: 1.0839089; 45.2807954!
Les Pieces: 1.0844646; 45.2825766!
La Rondiere: 0.1465413; 47.1041386!
Pontalon: 0.1452611; 47.1017139!
Velue: 0.2893528; 46.9719137!
Le Petit Neuville: 0.2695099; 46.9661012!
Nueil-sous-Faye: 0.2816747; 46.9791846!
Montaille: -1.726455; 48.2927176!
Moulinet: 7.4132216; 43.9412878!
La Bernardiere: -0.3061464; 46.1763018!
Availle: -0.3037543; 46.2237969!
Champromard: -0.2924437; 46.1867609!
La Garde: -0.3269141; 46.1443989!
La Merichere: -0.3098069; 46.1571136!
La Fragnee: -0.3496295; 46.2098468!
Pouzou: -0.291256; 46.1699899!
L'Abergement: 6.108183; 46.0457346!
La Brise: 0.2547975; 46.9849211!
Malabry: 0.248791; 46.9785983!
La Blangelee: 5.9135056; 45.9651996!
Etrochon: -0.2097534; 46.1896494!
Ecoulois: -0.2425557; 46.2812814!
Tauche: -0.2664317; 46.2556526!
Pre Naud: 2.8860295; 45.5668369!
Ansacq: 2.3599607; 49.3446591!
Les Magnins: 5.7848672; 45.4260075!
Mont Legun: 2.3951823; 43.2006332!
Marseillens: 2.3958196; 43.1924637!
Apairi: -1.249282; 43.3832501!
Alzom: -0.6329583; 46.2416867!
Amure: -0.6312368; 46.2636996!
Le Puits: 0.9835689; 47.1600984!
Les Minieres: 0.9644701; 47.1614562!
Merle: 3.8974327; 43.9512369!
Pessarou: -1.2159589; 43.4088168!
Le Puyroux: -0.5346989; 46.1689096!
Le Grand Bois: -0.5248868; 46.1738756!
Les Tourettes: 5.8127628; 43.9725529!
Arsanges: -0.2789445; 46.0906685!
Le Patis Rochoux: -1.5226293; 47.8058128!
Aubeterre: 4.1208242; 48.4294901!
La Cavayere: 2.4110406; 43.1791055!
Montredon: 2.3854788; 43.2309482!
Saint-Ouen-sur-Maire: -0.1798506; 48.7040843!
Sevrai: -0.1397866; 48.7046634!
Le Chateau: 6.1284787; 46.3112041!
Le Bois de Serres: 2.3210605; 43.2244392!
Sommevoire: 4.8410412; 48.4128149!
Cusey: 5.3402129; 47.6301084!
La Haute Escalles: 1.7254465; 50.913921!
Bonneuil-les-Eaux: 2.2358529; 49.6781474!
Las Bordes: 1.0186892; 43.7218095!
La Bugeliere: -1.4882284; 46.861535!
La Jarrie: -1.4953685; 46.876018!
Lavaud: -1.4863885; 46.8737737!
Sainte-Anne: -1.4828855; 46.8803614!
La Pelleriniere: -1.4781649; 46.8829005!
Le Puy: -1.4946765; 46.8585712!
Kerstephan: -3.3755651; 48.6872134!
Kericoul: -3.3795133; 48.6915196!
Crec'h Guen: -3.3705654; 48.6877375!
Pont Guen: -3.3771529; 48.6834594!
Kerguido: -3.3746639; 48.6796059!
Kertanguy: -3.3583775; 48.6574567!
Kerbastol: -3.3513394; 48.6564503!
Kergolvez: -3.3514037; 48.6648266!
Milin Kavan: -3.3692136; 48.6835444!
Kermanac'h: -3.3673682; 48.6805976!
Kerlosser: -3.3613172; 48.6701267!
Kerdouale: -3.36445; 48.6754687!
Kerveven: -3.3683553; 48.6753553!
Kerguezennec: -3.3688059; 48.6725214!
Kerouspic: -3.3677974; 48.6644156!
Lan Cavan: -3.3376708; 48.677594!
Kerandin: -3.3423701; 48.6800876!
Kerjagu: -3.3476701; 48.6795634!
Rumiliau: -3.3572831; 48.6755537!
Kervennou: -3.3528843; 48.6713595!
Kerescant: -3.3387223; 48.6916187!
Hozon: -3.3472624; 48.6906697!
Rumeur: -3.3507171; 48.6871567!
Pen ar C'hoat: -3.3430352; 48.6842244!
Kerriou: -3.3664241; 48.6981765!
Roudouvin: -3.3574548; 48.6960379!
Kerdaniel: -3.3545795; 48.6920012!
Mezoleon: -3.3499661; 48.6922845!
Kerbiquet: -3.3607593; 48.6855135!
Kermin: -3.3450737; 48.700315!
Le Rohou: -3.3503309; 48.7114734!
Carpont: -3.3611241; 48.713045!
Kerloscant: -3.3590641; 48.7037137!
Lan Riou: -3.3591929; 48.700145!
Coz Puns: -3.3449235; 48.7210439!
Le Vot: -3.3303323; 48.7079477!
Lan Runwal: -3.3357396; 48.6989837!
Convenant Le Goff: -3.3255258; 48.699621!
Quellec: -3.3302894; 48.7064184!
Saint-Maudez: -3.3377137; 48.7153811!
Ty Telegraph: -3.3364048; 48.7089531!
Kergroas: -3.3387652; 48.7180144!
Kerverzot: -3.3514896; 48.7167402!
Rozanbic: -3.3541289; 48.720152!
Govellic: -3.3179727; 48.7335705!
Le Cosquer: -3.324131; 48.7197415!
Milin Steren: -3.3176723; 48.7190478!
Poul Glaou: -3.3238306; 48.7163863!
Kernevez: -3.3323064; 48.718977!
Pen ar Lan: -3.3431854; 48.7343914!
Kerniboelet Vras: -3.334023; 48.7353822!
Kerbrido: -3.3331218; 48.7256586!
Brozoul: -3.3224144; 48.7340517!
Convenant le Foll: -3.3228436; 48.7362453!
Kerlastr: -3.3498802; 48.7259558!
Guivano: -3.3576908; 48.7242148!
Convenant Lagadec: -3.3556953; 48.7275128!
Troguindy: -3.3508244; 48.7341083!
Le Fol: 6.9618468; 47.3556474!
Princay: 0.244083; 46.9329374!
La Bertanderie: 0.2500344; 46.9241143!
La Motte: 0.2490612; 46.9240901!
La Guerochere: 0.2551311; 46.9260535!
La Gibourgere: 0.2455188; 46.9248208!
L'Eglise: 0.2486045; 46.9333715!
Zuharritze: -1.2312451; 43.2977539!
Oihan Xoko: -1.2129739; 43.3169206!
Sorhaburu: -1.207913; 43.3336787!
Droitfontaine: 6.6989582; 47.2814306!
Saint-Sixte: 0.7795203; 44.1285167!
Pierre Blanche: -1.7068878; 48.279396!
La Huniere: -1.7167745; 48.268259!
Les Cruaux: -1.7174087; 48.2666985!
La Rouale: -1.7083253; 48.2701088!
Champ Fleury: -1.7270896; 48.2780679!
Les Meilleries: -1.7102844; 48.2738765!
Les Chapelles: -1.725922; 48.2804971!
La Bouvetiere: -1.7093971; 48.2686469!
La Rochelle: -1.7173651; 48.2859259!
La Caillibotiere: -1.7517553; 48.293403!
La Haute Bodiniere: -1.7442187; 48.2973349!
La Basse Bodiniere: -1.7442707; 48.2949046!
Le Haut du Bois: -1.7471028; 48.2989747!
Le Theil: -1.7415901; 48.3022922!
La Poterie: -1.7432543; 48.2989491!
Le Ceriseret: -1.6761845; 48.1700987!
Tarrieu: 3.9275438; 43.9360451!
Saint-Bonnet: 0.2951218; 46.9451123!
Les Mittons: 0.2969346; 46.9549844!
Les Blondeaux: 0.2971406; 46.9571057!
La Chaume: 0.3007509; 46.9575165!
La Belle Indienne: 0.3076804; 46.9375234!
Saint-Sauveur: 5.7520649; 45.068635!
Errobi: -1.3940585; 43.3273724!
Gros Lot: 2.8030463; 48.139963!
Les Cannivelles: 2.8053155; 48.1413406!
Brandard: 2.8060111; 48.1379393!
Pont Leve: 2.8096125; 48.1412374!
La Guyonniere: -1.4669309; 46.8781712!
Gatebourse: -1.47346; 46.8842314!
La Daviere: -1.476609; 46.8774701!
La Petite Brosse: -1.4601402; 46.873352!
La Grande Brosse: -1.4594804; 46.8709976!
La Nouette: -1.4713947; 46.8713937!
La Bruere: -1.4681131; 46.8704602!
La Primaudiere: -1.4744846; 46.8682764!
Vilgay: -1.4826788; 46.8688723!
Saint-Nicolas-de-la-Balerme: 0.7638248; 44.1365053!
La Graizaudiere: -1.4847736; 46.859048!
Le Moulin de la Graizaudiere: -1.481394; 46.8600678!
Serpentin - Bel-Air: -1.4707188; 46.8559447!
Lamirais - Les Vignes: -1.4747314; 46.8530686!
La Gobiniere: -1.4793555; 46.8590407!
La Faussiere: -1.4859969; 46.8585724!
L' Abbaye: -1.4340205; 46.8524712!
Launay: -1.4405436; 46.8553492!
Monplaisir: -1.4507173; 46.8555895!
Roblin: -1.4661829; 46.8513083!
La Chasselandiere: -1.4625002; 46.8508368!
La Guillochere: -1.4593379; 46.8449005!
La Bretonniere: -1.461053; 46.8473489!
La Grande Metairie: -1.4612208; 46.8492593!
Arnate: -1.3310718; 43.2673197!
Haltzarte: -1.3561773; 43.2878003!
Izoki: -1.3781714; 43.3121773!
Ortzia: -1.4120316; 43.3087345!
Le Chene: 5.3544593; 43.8838104!
La Rechigniere: -1.4500467; 46.8467534!
Les Bloueres: -1.4500896; 46.8425889!
Pre-Vallee: -1.4485876; 46.8416239!
La Giraudeliere: -1.4498536; 46.8400277!
Monrepos: -1.4488612; 46.8392828!
Landenoire: -1.4383308; 46.8533719!
La Rogerie: -1.4311505; 46.8652842!
Josephine: -1.4529033; 46.8735689!
La Petite Roche: -1.4356789; 46.8692269!
Les Repas: -1.4435216; 46.868343!
Le Moulin de Launay: -1.4448306; 46.85972!
La Croix Verte: -1.4581021; 46.8623023!
Le Laga: -1.6818949; 46.7581419!
La Petite Sigonniere: -1.6757795; 46.7623827!
La Burgueniere: -1.6720673; 46.7657708!
La Bonde: -1.6710373; 46.7685192!
La Marchandiere: -1.6699108; 46.7704446!
Labiri: -1.3271022; 43.3854214!
Minhotz: -1.2919117; 43.389663!
Pena: -1.3002795; 43.4040514!
Hazketa: -1.3116097; 43.3990182!
Elizaberri: -1.3219953; 43.3924385!
Lekorne: -1.2983489; 43.3419912!
Atezain: -1.2786078; 43.3394318!
Sohano: -1.2969756; 43.3694196!
Larrarte: -1.2836719; 43.3735686!
Zelai: -1.3151717; 43.3662685!
Bildarraitz: -1.2513566; 43.3456428!
Hergaitz: -1.2422585; 43.3679844!
Erketa: -1.2331605; 43.3840803!
Zokoa: -1.2716126; 43.3918771!
Pilota Plaza: -1.3735366; 43.4285089!
Elizaberri: -1.4016032; 43.4426568!
Zahiola: -1.3096371; 43.3273486!
Ermindegi: -1.2988272; 43.3827424!
Xapitalea: -1.3141881; 43.3826613!
Zokorrondo: -1.4497383; 43.4104422!
Heraitze: -1.2544755; 43.308303!
Omonville-la-Rogue: -1.8401941; 49.704243!
Urcuray: -1.3528831; 43.3676588!
Kolorotz: -1.1936078; 43.3354715!
Iriberri: -1.2734694; 43.2517923!
Gahardu: -1.298205; 43.2396347!
Carelles: -0.9055705; 48.3851657!
Andouille: -0.7843357; 48.1767198!
Chalons-du-Maine: -0.643393; 48.1616501!
Puihardy: -0.5405244; 46.5239057!
Luce: -0.5474061; 47.996111!
La Trebesse: -0.3220637; 46.6240845!
La Petite Batie: -0.4621634; 46.5709842!
Coursay: -0.4965384; 46.4169425!
Gondreville: 6.3604524; 49.2035539!
Les Guilloutets: 1.028703; 43.6677088!
La Motte: 0.2077327; 46.9368889!
Chatelain: -0.595999; 47.8080002!
Chemere-le-Roi: -0.4401455; 47.9779126!
Commer: -0.6205321; 48.2404051!
Contest: -0.6569129; 48.2616535!
Cosse-en-Champagne: -0.3344122; 47.9627533!
Pors Trez: -3.9004739; 48.6653498!
Les Rimbauds: 0.79966; 47.0380436!
La Chemin Vert: 0.8162824; 47.0334509!
Opalazi: -1.5026062; 43.3119798!
Biard: 1.1736714; 45.6995416!
Creac'h-Caounet: -3.9085482; 48.6639671!
Boxate: -1.4936376; 43.3069289!
Karrika: -1.4994103; 43.3060889!
Xara: -1.4918357; 43.3008186!
Amikueta: -1.4976293; 43.3018805!
Ceyrac: 3.9040475; 43.9207463!
Mas de Sadoulet: 3.8678752; 43.9093373!
Crennes-sur-Fraubee: -0.2768709; 48.3787922!
Coulonges: -0.2262217; 46.1535643!
Kerantraon: -4.2021039; 48.4906321!
La Rabatiere: 0.2158682; 46.9407077!
La Guerche: 0.2144701; 46.9423621!
La Croix Margot: 0.2186155; 46.9408244!
Derce: 0.2229924; 46.9498817!
Champeaux: 0.2427827; 46.9482335!
La Croix Blanche: 0.2159031; 46.9343525!
Vouzeray: 0.2822066; 47.0313649!
Les Rosiers: 0.2807085; 47.0208609!
La Chevalerie: 0.2794198; 46.9977935!
Les Bournets: 0.2999875; 46.9959849!
Limeuil: 0.2948995; 46.9995474!
Les Grelets: 0.2903801; 47.0014466!
La Sauge: 5.6586694; 45.4822486!
Chanonat: 3.0945482; 45.6943025!
Moulin de Guillot: 1.557707; 44.5365599!
Otikoren: -1.3285229; 43.191588!
Sorhoeta: -1.2791474; 43.1756808!
Bursoritz: -1.2867005; 43.1784974!
Le Logis de Thoire: -0.1316526; 46.6705642!
Utziate: -1.1222203; 43.2179115!
Xaharra: -1.1021362; 43.2324573!
Janitz: -1.138858; 43.1378759!
Latartza: -1.1453353; 43.1425499!
Desertines: -0.8673228; 48.4693526!
Les Olives: 1.0106378; 43.6544307!
En Merce Haut: 0.9951612; 43.634323!
Surain: 2.8673521; 45.574281!
Preyssac: 0.703961; 45.2604249!
La Chardinniere: -0.2322412; 48.7895695!
Commeaux: -0.1135576; 48.7870694!
Moulins-sur-Orne: -0.070952; 48.7596029!
Les Rouges Verts: -0.0297513; 48.7843601!
Le Haut de Cambe: 0.0562731; 48.8877561!
Sentilly: -0.1151853; 48.7656641!
Ri: -0.1349513; 48.7916941!
Champosoult: -0.1290802; 48.7904041!
Louvieres-en-Auge: 0.0285383; 48.8699651!
Houay: -0.1454618; 48.787339!
Les Girards: -0.3875501; 45.644827!
Chez Dexmier: -0.4015572; 45.6321475!
Moulin Vieux: -0.3822908; 45.6457268!
Chez Drouets: -0.3909478; 45.6362145!
Chez Boursac: -0.3855662; 45.6489313!
Chez les Bourruts: -0.3912331; 45.638611!
Canes: 0.8402538; 43.7292716!
Enbarjalle Heau: 0.8676659; 43.7392729!
Encos: 0.862858; 43.712634!
En Gauthe: 0.842853; 43.7607143!
Concores: 1.3940406; 44.6571737!
Montamel: 1.4479836; 44.6060053!
Lavercantiere: 1.3184318; 44.6371455!
La Berneterie: 0.3368585; 46.9881694!
Mosson: 0.3327291; 46.9866193!
Cuy: -0.0876226; 48.773195!
Bisseuil: 0.3158661; 46.9980074!
Les Charrues: 0.318339; 46.9908069!
La Chauviniere: -0.1408206; 46.6748823!
Pisse-Piron: -0.1447601; 46.6767121!
La Hogue: 0.9829911; 47.1398074!
Epineux-le-Seguin: -0.3632953; 47.9426876!
Fougerolles-du-Plessis: -0.9726933; 48.4737398!
Gesnes: -0.5863588; 48.1469084!
Herce: -0.8524023; 48.4178811!
Fromentieres: -0.6666603; 47.8632872!
Juvigne: -1.0340787; 48.2295188!
La Baconniere: -0.8948715; 48.1827711!
Mijouet: 6.368656; 46.1730739!
La Tuilerie: 6.3728129; 46.8672499!
Laumede: 3.6691043; 43.977134!
La Claparouse: 3.3314973; 44.104656!
La Bazouge-de-Chemere: -0.4873241; 48.0018026!
La Bazoge-Montpincon: -0.575307; 48.2795717!
Pagny-sur-Meuse: 5.7182594; 48.6882879!
Saint+Cince: 0.8483103; 44.0514485!
La Gare: -0.1613803; 46.6581109!
La Bazouge-des-Alleux: -0.6113424; 48.1833554!
Les Brueres: 0.3148299; 46.9442614!
La Croixille: -1.0568445; 48.2048085!
La Cropte: -0.4946797; 47.95755!
Grisail: 5.6088893; 44.9377754!
Maninaire: 5.6045872; 44.9445122!
La Pallu: -0.2980873; 48.507083!
Haute Blace: 5.4627453; 43.8949766!
La Pellerine: -1.0557326; 48.3152752!
La Bigottiere: -0.7985084; 48.218679!
La Chapelle-Anthenaise: -0.6771068; 48.1225796!
La Doree: -0.9655351; 48.4489692!
Lamothe: 0.8436472; 43.7429357!
La Rogere: -1.0003065; 49.0024437!
Puybolain: -0.1675695; 46.0936039!
Couturette: -0.1386666; 46.104907!
Premorin: -0.1284543; 46.0317473!
Echorigne: -0.1266874; 46.0234637!
Vandeleigne: -0.1879622; 46.0920918!
Le Pas des Chaumes: -0.1610032; 46.0373251!
Vezin: -0.1941918; 46.0868568!
Re: -0.1943761; 46.0780094!
Fortan: 0.9155672; 47.8449239!
La Frenee: 0.1397399; 48.8146751!
Aubry-en-Exmes: 0.0688713; 48.7926286!
Miguillaume: 0.0321602; 48.7863488!
Rocamadour: 1.6183521; 44.7991877!
Rocamadour L'Hospitalet: 1.6266533; 44.8049174!
Cosquer-Ven: -3.9255793; 48.6598452!
Le Varquez: -3.9272542; 48.6630392!
Languenebe: -3.924441; 48.6650708!
Bouvees: 0.8917622; 43.7521364!
Gigouzac: 1.4338118; 44.5833373!
Boissieres: 1.3999535; 44.5431661!
Pouant: 0.2716611; 47.005275!
Chavagne: 0.2211137; 47.0438064!
Saint-Germain du Bel Air: 1.4393677; 44.6465961!
La Guertiere: 0.2776559; 47.0365809!
Uzech: 1.3955738; 44.5914994!
Caix: 1.2953979; 44.491017!
Mercues: 1.3867501; 44.4965276!
Larroque: 1.456044; 44.6035471!
Crayssac: 1.326631; 44.5095294!
La Verdure: 0.2331638; 47.0490741!
La Voyette: 0.2382634; 47.0535853!
La Jarrie: 0.2330595; 47.0526173!
Les Bidous: 0.8141827; 43.7153478!
Le Clat: 2.1669393; 42.7853422!
Dehault: 0.5707855; 48.2102515!
Saint-Georges-du-Rosay: 0.5006189; 48.1994973!
Larhunzun: -0.9386551; 43.1942653!
Harambeltz: -1.0481069; 43.2732024!
La Chaux: -0.2578324; 48.6104917!
Les Trepeaux: 0.2513977; 47.0359524!
La Valette: 3.007307; 45.4938659!
Joue: 0.2156692; 47.0093265!
Meveille: 0.2076366; 47.0324624!
Beaucaire: 0.2419338; 47.0415261!
Les Mees: 0.2064836; 47.0215561!
Bourgueuil: 0.2212267; 47.0070508!
La Fouquetiere: 0.2204027; 47.0058828!
Le Clos Gouin: 0.22627; 47.0058477!
La Gautronniere: 0.2085384; 47.0207957!
Les Egaux: -0.3669924; 45.6271509!
Les Vallades: -0.3254068; 45.6095166!
Haut-Pruneau: -0.3566657; 45.614978!
Bas-Pruneau: -0.3614159; 45.6162833!
L'Ebaupin: -0.3469471; 45.6171404!
Treillis: -0.3468273; 45.6326796!
La Goilarderie: 0.1850544; 47.0573881!
Le Creux de Lavault: -0.0663162; 46.7296075!
La Condomine: 2.2273512; 42.7964293!
Vitrac-sur-Montane: 1.9358457; 45.3762412!
Saint-Vincent: 2.2283923; 42.8010148!
La Hourne: 3.9336935; 44.0171462!
Saint-Lions: 6.3994949; 43.9851173!
Chateauredon: 6.2145525; 44.0144773!
Chaudon: 6.3321435; 43.9956802!
Saint-Jurson: 6.1856046; 44.0359766!
Les Thumins: 6.100572; 44.0523057!
Le Parc: 2.23308; 42.8034007!
Saint-Clement: 1.6844929; 45.3407806!
Le Petit Mepieds: 0.182486; 47.0251581!
Le Pas: 0.1923853; 47.0388765!
La Pelleterie: 0.1922766; 47.0371204!
Estrepieds: 0.1880531; 47.0387718!
Le Petit Poncay: 0.152704; 47.0483396!
Sammarcolles: 0.1463216; 47.033142!
Le Moulin Guillot: 0.1296278; 47.0321595!
Gueyjat: 0.5969073; 45.34512!
La Noujarede: 0.7415652; 45.4823737!
Douzy: 5.0441118; 49.6691548!
Bievres: 5.261556; 49.5570579!
Saint-Chamant: 1.8973267; 45.125895!
Charri: 1.0786505; 44.1376819!
Serrecheche: 1.0756676; 44.1316882!
Velort: 0.1152394; 47.0164016!
Cruvellier: 3.8169035; 43.9678419!
Vallatouges: 3.8238627; 43.9706694!
Veytrens: 5.8262015; 45.9992299!
Viallaret: 4.2209043; 44.9144512!
Mesnut: -3.9234751; 48.6585393!
Ty-Guen: -3.9234886; 48.6595075!
Kervezec: -3.920682; 48.6573922!
La Grande Greve: -3.9315915; 48.6574475!
La Rouere: 0.7936601; 43.0879931!
En Dozet: 0.7959585; 43.715139!
Les Peyroutous: 0.8300772; 43.7011837!
Les Pains Benis: 0.9377937; 47.2239677!
Mazere: 0.9093542; 47.2431855!
Rochette: 0.9017973; 47.2099661!
Batilly: 0.9058178; 47.1977574!
La Fourrerie: 0.9126122; 47.2394003!
Le Cafe Brule: 0.8983564; 47.2126733!
Le Temple: 0.889005; 47.2086669!
La Piquetterie: 0.9353241; 47.2321719!
Le Coin du Mur: 0.9141209; 47.2372186!
Les Ormeaux: 0.9421369; 47.2393842!
La Gare: 0.9028251; 47.2175731!
La Bray: 0.9265996; 47.240923!
Bellevue: 0.9407736; 47.2301943!
La Bruere: 0.9202825; 47.2139589!
Le Petit Moulin: 0.9642203; 47.2320638!
Le Grand Rochette: 0.9057215; 47.2135277!
Les Bas Villepays: 0.9465834; 47.2266921!
Piece du Chene: 0.9073039; 47.2017683!
La Jacqueliniere: 0.9192645; 47.2218148!
Trion: 0.8698804; 47.2089791!
Le Haut Villepays: 0.9525541; 47.2231194!
Le Moulin du Pont: 1.6272759; 46.1751225!
La Pechardrie: -1.675971; 48.1495199!
La Lande: -1.6750912; 48.147988!
Le Bas de la Lande: -1.674249; 48.1491942!
Le Brossy: -1.6739111; 48.1455398!
Le Bas Charbonniere: -1.6614971; 48.1500369!
Les Rochelles: -1.6667657; 48.149162!
Les Fries: -1.672806; 48.1492729!
La Simonerie: -1.6686003; 48.1453107!
La Grisonnerie: -1.6710894; 48.1445304!
Les Fontenelles: -1.6616051; 48.1451819!
La Chenaye: -1.6592608; 48.1460087!
La Touche Aury: -1.6517614; 48.150701!
La Ville Asselin: -1.6478293; 48.1540365!
La Guinebaudiere: -1.642615; 48.1506616!
Le Gros Chene: -1.661353; 48.1494089!
